id,accommodates,bathrooms,bedrooms,beds,price
7126406,2,1,1,1,150
7732528,4,1,1,2,119
5959473,2,1,1,1,145
8530589,9,2,3,3,418
6348598,4,1,1,2,129
6487383,2,1,1,1,210
5476381,2,1,1,1,299
5322125,6,1,2,3,222
4411488,2,2.5,1,1,115
3821677,3,1,1,1,115
1897093,2,1,1,1,99
8507536,2,1,1,1,100
2969776,2,1,1,2,130
4151206,2,1,1,1,139
4714859,2,1,1,1,75
7942513,2,1,2,1,99
8671978,2,1,0,1,98
2568578,2,1,0,1,115
160148,2,1,1,1,215
1050419,6,2,2,3,179
5747720,2,1,1,1,199
4848712,4,1,2,2,140
4756559,11,5,6,6,195
4658271,3,1,0,1,115
4208641,2,1.5,1,1,99
4469244,4,1.5,1,3,185
7809112,6,2,2,2,199
2437650,3,1,1,2,139
3759544,6,1,1,3,225
1912907,2,1,0,1,149
7910585,6,4,1,6,36
6763366,3,1,1,1,94
2978678,1,1,1,1,169
6698326,4,1,1,2,175
3580823,3,1,1,1,150
7906205,2,1,1,1,180
1332671,2,1,,1,120
3012092,2,1,1,1,115
6927876,4,2.5,2,2,170
8655805,2,1,1,1,100
7084337,6,2,2,2,300
8192676,4,2,2,2,150
4625393,2,1,1,1,85
7910543,2,1,1,1,69
4846756,2,1,0,1,69
7087505,2,1,1,1,75
2553668,2,1,1,1,99
2263350,2,1,1,1,149
5560149,2,1,1,1,100
3577680,2,1,1,1,130
1011352,2,1,1,1,90
2682199,2,1,0,1,149
8503628,3,2.5,3,2,299
5969151,2,1,1,1,135
7896415,3,1,1,1,150
8631602,6,1,2,4,199
3945792,1,1,1,1,89
8382690,4,1,1,2,180
1969951,3,1,2,2,240
6823518,2,1,1,1,95
1198366,4,1,1,1,149
7031707,1,1.5,1,1,90
7599768,4,1,1,2,149
4351015,1,1.5,1,1,74
2700234,5,1,1,2,170
4611706,3,1,1,2,190
8419054,2,1,1,1,145
2103016,2,1,1,1,109
6043390,2,1.5,1,1,105
5560185,2,1,0,1,160
4142952,4,1,1,2,219
6043637,1,1.5,1,1,89
5879841,2,1,1,1,120
7789081,6,2.5,1,6,36
1966985,2,1,0,1,95
5970073,2,1,1,1,120
2513059,2,1,1,1,100
4849350,3,1,1,1,99
5294453,2,1,1,1,100
342208,3,1.5,1,3,98
3907276,3,1,1,2,143
1571112,2,1,1,1,145
4662957,11,3.5,5,5,150
5568862,2,1,1,1,120
5569363,2,1,1,1,120
3431279,2,1,1,1,85
5496664,3,1,1,1,125
4987922,3,1,1,2,142
851048,6,2.5,3,4,525
5381225,2,1,0,1,159
8379983,4,1,1,3,170
4636240,4,1,1,2,50
6177419,3,1,1,2,246
7898386,1,1.5,1,1,75
2432627,2,1,0,1,99
8486538,2,1,0,1,90
2162330,6,2,2,3,229
3933068,2,1,0,1,149
4284144,3,1,1,2,136
8482771,2,1,0,1,250
4718350,1,1,1,1,100
3890312,2,1,1,1,100
5151884,3,1,0,1,120
4709529,3,1,1,1,175
5782754,2,1,1,1,122
6487391,2,1,1,1,177
7820526,6,1,2,4,169
1961889,2,1,0,2,85
5570026,2,0,1,1,100
6184436,3,1,1,1,200
2694647,2,1,1,1,105
2964999,10,2.5,1,5,99
3583410,2,1,1,1,100
7733108,6,1,2,4,189
5578617,2,1,1,1,120
5570446,1,0,1,1,95
837109,6,1,2,2,150
2436595,2,1,0,1,175
1162095,2,2,1,1,150
7816551,2,1,1,1,160
1301700,2,1,1,1,79
2123168,2,1,1,1,85
6759818,2,1,0,1,150
1789725,2,1,1,1,90
1969772,1,1,1,1,100
6325652,2,1,0,1,150
8408941,4,1,1,1,100
2142150,4,1,1,1,215
22453,1,1,1,1,95
6515171,3,1,0,1,130
1198049,2,1,,1,125
3360744,2,1,0,1,130
2478422,4,1.5,1,1,120
870948,2,1,1,1,105
6088740,3,1,1,3,176
1550495,6,2.5,2,3,495
4279890,3,1,1,1,110
8153301,2,1,1,,99
1198315,2,1,,1,135
4054058,1,1,1,1,65
5314716,2,1,1,1,110
6288706,1,1,0,1,105
4923534,2,1,1,1,119
8338969,2,1,0,1,99
1655517,6,1.5,2,3,225
5570591,2,1,1,1,105
8308059,3,1,0,1,140
7771546,2,1.5,1,1,125
7457615,4,1,2,2,250
8453546,2,1,1,1,90
6742510,2,1,1,1,70
5669372,4,1,1,2,200
9641,2,1,1,1,215
1466883,3,1,1,1,135
8028708,2,1,1,1,120
7438892,2,1,1,1,90
1319473,4,1,1,1,259
1761846,2,1,1,1,125
1066025,2,1,1,1,125
8170185,2,1,1,1,84
860336,4,1,1,2,99
4538581,1,2,1,1,100
5441474,3,1,1,1,149
1716922,4,1,1,2,168
1762194,2,1,1,1,99
6488981,2,1,1,1,120
6554995,2,1,0,2,120
7349166,2,1,1,1,121
5665997,2,1,0,1,229
3072944,2,1,0,1,85
1950650,3,1,0,1,300
7439377,2,1,0,1,75
7939196,2,1,1,1,177
2483350,1,1,1,1,95
1112617,2,1,1,1,125
2523657,4,1.5,1,2,89
5955860,3,1,1,2,175
2400307,2,1,0,1,100
7729211,4,1.5,2,2,150
6939002,2,1,0,1,100
6447693,6,1.5,3,4,300
269073,1,1,1,1,75
7414385,2,1,1,1,89
7938680,2,1,1,1,120
6885325,1,1,0,1,116
3236561,2,1,1,1,125
2919615,4,1,1,2,90
6103771,2,1,1,1,129
6089077,4,1,1,2,175
6472436,3,1,1,1,200
8389934,2,1,0,1,97
8570620,3,1,0,2,105
639189,1,,1,1,40
223032,2,,1,1,105
3090266,2,1,0,1,175
5933356,2,1,1,1,95
3991408,4,1,1,2,148
7514936,1,1,1,1,68
8235348,1,1,1,1,79
7800582,1,1,1,1,132
4083095,2,1,1,1,140
7896868,3,1,1,1,125
1454266,3,1,1,1,107
3412407,3,1,1,1,199
5581398,2,1,1,1,105
8633088,4,1,1,2,159
1665638,3,1,0,2,129
2455107,3,1,1,1,168
1092713,6,1,1,2,169
4533376,3,1,0,1,100
7310503,1,1,1,1,78
2649282,2,1,1,1,120
4410576,2,1,1,1,90
8588534,6,1,2,2,200
3861182,2,1,0,1,85
959794,2,1,1,1,85
2289889,2,1,0,1,125
3245393,3,1,1,1,150
4130156,3,1,1,1,90
2123124,2,1,1,1,99
7599680,3,1,0,2,139
4359559,3,1,1,1,174
1754897,2,1,1,1,99
7276316,4,2,2,2,150
8365864,1,1,0,1,66
7003034,3,1,0,2,84
5735876,2,1,1,1,100
8390124,6,2,2,2,700
4455938,2,1,0,1,110
3071855,2,1,0,1,85
8488469,1,1,1,1,41
6768161,2,1,0,1,109
8496680,5,1,2,2,175
8185124,2,1,1,2,80
1066361,3,1,1,1,150
7348502,4,1.5,2,2,299
8295372,16,2,1,1,499
2295809,2,1,1,1,100
211986,3,1,1,2,159
8505477,2,1,0,1,175
8505480,1,1,0,1,64
6973123,2,1,1,1,80
4725792,1,0.5,1,1,50
7629141,4,2,2,2,200
7730327,4,1,1,1,140
3861766,2,1,1,1,145
8391167,1,1,1,1,110
3329489,2,1,1,1,128
5806676,2,1,1,1,215
3554014,2,1,0,1,115
7813901,2,1,1,1,68
4332959,2,1,1,1,129
5569874,2,1,1,1,120
2719463,1,1,1,1,75
2808417,3,1,1,1,140
3389960,4,1,1,1,125
4217247,2,1,1,1,99
4668350,4,1,1,2,250
5570273,2,0,1,1,100
161913,3,1,1,2,209
6346855,4,1,1,1,196
767979,2,1,1,1,83
4707791,1,1.5,1,1,60
956049,1,1,1,1,67
7509292,3,1,0,1,125
5560648,2,1,1,1,95
1947438,6,2.5,3,3,695
6932977,2,1,1,1,120
1545090,2,1,1,1,150
4267649,2,1,1,1,135
8486063,2,1.5,1,1,126
6249057,3,1,0,1,101
1301928,4,1,1,2,135
7914538,2,1,1,1,135
6289235,2,1,1,1,179
2501387,2,1,1,1,220
4016136,2,1,1,1,100
2000565,2,1,1,1,99
8357195,2,1,1,1,110
451892,2,1,1,1,99
6011730,2,1,1,1,399
2954961,4,1,1,1,115
5581316,2,1,1,1,105
2432009,3,1,1,1,159
985788,2,1,1,1,85
7899851,3,1,1,1,140
8045100,3,1,1,1,137
1977530,3,1,1,1,89
1198433,4,1,,1,149
789295,8,5,5,8,"1,200.00"
270112,2,0,1,1,85
4383455,2,1,1,1,140
2761388,2,1,1,1,125
3592252,3,1,1,1,200
4359352,2,1,1,1,99
4407324,4,2.5,2,2,170
8130991,2,1,1,1,160
7458619,2,1,1,1,210
4255960,2,1,1,1,130
7746284,2,1,1,1,99
4444888,3,1,0,1,110
1716843,4,1,1,2,168
7967003,2,1,1,1,98
3957979,2,1,1,1,134
3785899,4,1,1,2,100
8356006,4,2,2,2,199
1126839,3,2,1,2,95
116951,2,1,1,1,98
7581075,1,1,1,1,70
3916419,3,1,1,1,130
3748396,4,1,1,2,140
4609468,1,1,1,1,69
7560199,2,1,1,1,75
8496095,2,1,1,1,175
17553,4,1,2,2,225
6587577,2,1,1,1,145
3783367,2,1,0,1,130
4948222,1,1,1,1,100
6070530,2,1,1,1,195
4899726,2,1,0,1,85
6374588,6,2.5,2,2,135
6169790,3,1,1,1,70
3065079,2,1,1,1,77
7807561,3,1,0,1,100
303723,2,1,1,1,95
6275754,2,1,1,1,65
1671904,2,1,0,1,120
6537975,8,1,2,3,250
7775008,1,1,1,1,70
598815,5,1,2,2,119
7807817,2,2.5,1,2,85
1107267,2,1.5,1,1,150
7243022,8,1,2,4,240
4777518,2,1.5,1,1,75
1074477,4,1,1,1,99
2794820,5,2,2,3,175
435554,2,1,1,1,94
5490041,2,1.5,1,1,140
3442784,12,2.5,3,4,375
7530243,4,2.5,3,3,160
6317904,2,1,1,1,65
1083256,2,1,1,1,100
3917682,3,1,1,2,135
7146478,5,1,1,2,125
4090299,2,1,1,1,135
1648624,1,2,1,1,35
6014961,2,1,1,1,155
8402633,4,2.5,2,2,175
7964897,3,1,1,1,95
4492081,2,1.5,1,1,90
4197439,2,1,1,1,100
4794924,4,2,2,2,220
7728263,2,1,1,1,60
710066,2,1,1,1,135
5363549,4,1,0,2,140
7331005,6,2.5,2,3,299
630062,6,,3,6,199
8183201,2,1,1,1,34
2904953,2,1,1,1,95
3874273,2,0,1,1,105
6717232,4,1.5,1,1,98
8372075,5,1,1,3,79
1105883,2,1,1,1,78
5664763,2,1,0,1,175
8142152,1,1,1,1,175
1793310,2,1,1,1,80
4708195,1,1.5,1,1,65
581620,1,1,1,1,23
4083361,2,1,0,1,175
2085985,4,1,1,1,175
7344961,2,0,1,1,75
7389160,2,1,1,1,115
6538699,3,1,1,2,125
868402,2,1,1,1,145
8609863,2,2,1,1,98
1269884,4,1,1,1,135
8078444,2,1,1,2,89
672872,2,1,1,1,150
7109894,2,1,1,1,90
2215489,4,2,2,2,150
3670,1,1,1,1,95
3272292,2,1.5,1,1,99
5262416,4,1,1,2,130
4431363,4,1,1,1,175
8407556,4,1,0,2,155
1822506,2,1,1,1,65
5509120,4,1,1,2,150
4485179,4,2,2,2,225
4776833,4,1,1,1,175
6836294,2,1,1,1,98
7762592,2,1,1,1,40
6260852,2,1,0,1,80
2061043,2,1,1,1,105
2257144,8,2.5,3,3,325
626868,4,1,1,2,88
7032431,2,1,0,2,100
447304,4,2.5,2,3,146
800076,3,1,1,1,109
1960670,5,1,2,2,199
1537421,4,1,2,2,279
4562350,2,2,1,1,90
6383776,4,2,2,2,150
6721804,4,1,1,2,120
840877,5,1,2,2,189
898877,3,1,1,1,120
423149,4,,1,1,99
8115792,6,2,2,2,188
1529801,8,1.5,3,4,300
8550376,2,1,0,1,200
5904367,6,1,1,2,225
7149569,2,1,1,1,50
7944736,3,1.5,1,2,109
80022,2,1,,1,109
7559554,5,2.5,2,2,229
1576762,16,6,8,13,"1,200.00"
8048958,14,2,5,7,599
7526820,2,1,1,1,75
3799640,4,1.5,2,2,380
5037973,2,1,1,1,115
957695,2,1.5,1,1,75
973608,1,2,1,1,32
2325525,1,1.5,1,1,90
752705,5,2,2,4,380
1596506,2,1,1,1,85
6389428,2,1,1,1,110
3713559,2,1.5,1,1,156
6793843,2,1,1,1,89
8427983,10,3.5,4,5,500
489773,6,1.5,2,2,225
3979811,6,1,2,2,200
5212448,2,1,0,1,119
7575194,2,1.5,1,1,95
1316116,2,1,1,1,180
4061049,6,2,2,2,175
2452967,4,1.5,2,2,249
4067283,6,1.5,2,2,295
8003191,4,2,2,1,249
4116051,2,1,1,1,119
7645438,2,1,1,1,98
6391915,2,1.5,1,1,90
994321,2,1,1,1,75
3089828,5,1.5,3,3,249
284165,4,,1,1,110
1766915,1,2,1,1,108
5404102,4,1,0,2,99
3755184,4,1,1,2,155
3476263,8,2,2,4,329
4734983,2,1,1,2,95
6877905,2,1,1,1,125
8667416,4,1,0,2,189
3089493,5,2,2,3,329
7384315,4,1,1,4,99
6835726,7,2.5,3,2,299
6313422,4,1,1,4,49
775298,4,1,1,1,100
7051543,4,1,0,2,125
6045187,3,1.5,1,1,92
4005653,2,1,0,1,165
3685178,2,1,1,1,119
2743363,2,1,0,1,120
8489054,2,1,0,1,85
6416063,2,1,1,1,79
8145316,4,1,1,2,110
4418356,4,1,0,2,142
4811626,4,1,1,3,139
543261,2,2,2,2,250
5344447,4,1,1,4,49
6898124,2,1,1,1,150
6540174,3,1,1,1,99
5458851,4,1,0,1,95
5697056,5,1.5,1,2,114
6638601,2,1,1,1,80
7556449,2,1,1,1,70
3125138,2,1,1,1,139
7933909,2,1,1,1,95
1633734,6,1,1,3,101
7884277,4,1,1,1,198
8646299,4,1,1,1,80
4231934,4,2,1,1,83
8171771,3,1,1,1,94
5956582,4,1.5,1,1,104
713529,3,1.5,1,1,69
3606678,1,1,1,1,70
4358230,4,1,1,2,279
4571580,5,1,2,2,199
3720240,2,1,1,2,60
7714870,1,1.5,1,1,59
7414896,2,1,1,1,100
8151350,2,1,1,1,75
25243,8,2.5,3,5,379
6865616,2,1,0,1,120
4464764,4,1,1,2,169
1205516,1,1.5,1,1,49
6571609,1,0,1,1,69
2762821,2,1,1,1,126
6285887,2,1,1,1,120
923157,3,1,1,1,125
1062050,2,1,1,1,110
3716721,3,1,0,1,110
7714880,2,1.5,1,1,59
4659301,4,1,1,2,250
8444041,6,1.5,2,2,125
4708735,2,1,1,2,65
8666111,7,2,3,3,245
7163781,4,1,1,2,130
7984443,2,1,1,1,125
3873605,2,1,0,1,119
2473539,2,1,1,1,90
6987067,4,1,1,1,150
5791160,2,1,1,1,100
7348190,4,1,2,2,239
7995245,3,1,0,2,94
8017218,2,1,1,2,55
8363955,3,1,0,1,94
1675904,8,2.5,2,4,275
7807308,7,2,2,3,100
2308761,4,1,1,2,160
6404202,1,1.5,1,1,75
8919,2,2,1,1,85
3051119,1,1,1,1,75
6611528,4,2,2,2,250
6334405,1,1.5,1,1,70
2737566,4,2,2,2,228
5317214,4,1,1,2,69
8355947,1,1,1,1,65
3842120,2,1,0,1,130
3060149,2,1,1,1,69
6939864,3,1,1,1,102
3712139,2,1,0,1,99
8178552,4,1,1,1,88
569952,2,1,1,1,80
5585781,2,1,1,1,89
8225758,4,1,1,1,90
1025018,1,1,1,1,55
1843477,3,1,0,1,70
6424291,2,1.5,1,1,75
8415619,3,1,1,2,60
5396209,2,1,1,1,75
8301001,4,1,1,1,300
7227924,1,1,1,1,60
5581410,4,1,1,2,150
8383668,8,1,2,3,125
912597,2,1,1,2,50
4002,9,1,2,4,150
8507015,4,2,2,2,"1,200.00"
2969279,4,1.5,1,2,45
7892734,2,1,1,1,89
3576433,2,1,1,1,75
6590953,2,1,1,1,65
800227,2,1,1,1,55
5780387,4,1,1,1,67
8131716,3,1,1,1,"1,000.00"
7837301,6,1,1,1,129
5396258,2,1,1,1,55
5585752,2,1,1,1,89
6601333,2,1,1,2,75
4455041,5,2.5,3,3,150
8256256,2,1,1,1,500
7790483,3,1,1,1,400
8445074,4,1,1,1,150
4612058,3,1,1,1,67
8141935,10,4,4,3,400
8470124,6,1,2,3,299
2768326,2,1,1,1,42
8472894,2,1,1,1,"1,200.00"
5585277,2,1,1,2,89
5945240,4,1,1,2,150
6311308,2,1,1,1,42
6390185,2,1,1,1,85
8389501,2,1,1,1,300
1546656,2,1,0,1,100
316270,6,1,1,3,80
3206180,2,1,1,1,125
2361612,2,1,1,1,115
846668,2,1,1,1,84
7629135,4,1,1,1,110
1594221,2,1,1,1,75
7072404,2,1.5,1,1,40
7492927,3,1,1,1,88
5680993,2,1,1,1,50
2168459,4,2.5,2,2,120
4447996,4,1,2,2,185
839054,2,1,1,1,150
3191051,2,1,1,1,57
8622371,4,1,2,2,94
4416129,3,1,1,1,100
6106974,3,1,1,1,89
7090042,2,1,1,1,80
6600704,4,1,0,1,85
4575829,3,1,1,1,90
6091388,2,1.5,1,1,72
7074443,2,1,1,1,65
4371199,1,1,1,1,65
610655,4,1,1,1,97
7438911,2,2,1,2,55
4715534,2,1,0,1,90
3760995,1,3,1,1,45
8630791,2,1,1,1,120
3692675,4,1,1,2,99
865061,1,1,1,1,100
5116752,6,1,2,2,150
887461,1,2.5,1,1,32
3663,5,3.5,4,3,140
2168338,2,1.5,1,1,59
4273077,2,1,1,1,63
3920830,2,1.5,1,1,85
4519011,16,8,10,13,"1,250.00"
3241116,2,1,1,,98
4749216,16,3.5,5,5,299
28204,10,2,5,5,520
4879922,4,2.5,1,1,72
4462231,6,2.5,3,3,200
1857312,3,1.5,1,2,64
7759093,2,1,1,1,55
3521076,2,1,1,1,70
7626430,4,1,1,1,85
874684,3,1,1,1,120
8010019,2,1.5,1,1,75
3021191,6,1.5,3,3,150
3914048,3,1,1,1,275
3121122,6,3.5,4,3,215
4129072,2,1,1,1,85
6290931,2,1,1,1,90
7195053,2,1,1,1,60
7914192,3,1,1,1,99
3112949,4,1,1,1,89
1481990,6,3.5,3,3,395
6553185,2,1.5,1,1,78
6047219,6,2.5,2,2,180
6586078,2,1.5,1,1,200
7968494,4,1.5,2,2,145
4881590,6,2.5,1,2,134
685304,2,1,1,1,75
1048410,3,1,2,2,100
4964259,2,1,1,1,95
4870349,2,2.5,1,1,67
1083336,11,3,3,6,260
2560391,2,1,1,1,75
6810814,2,1,1,1,60
7132234,3,1,1,1,65
2861184,4,1,1,2,89
6852539,2,1,1,1,70
4034147,4,1,1,2,99
1911835,4,1,0,1,99
4704514,2,1,1,1,65
6144468,3,1,0,2,85
7031631,4,1,2,2,70
8596334,2,1,1,1,49
1018211,1,1,1,1,70
1827260,5,1.5,3,3,145
2727020,2,1,1,1,125
3099304,3,1.5,1,1,75
6810295,2,1,1,1,50
888029,1,2.5,1,1,45
1354619,2,1,1,1,125
3761001,1,2.5,1,1,45
5606999,3,1,1,1,100
7359527,6,1.5,1,2,119
6155318,2,1.5,1,1,95
3351,2,1,1,1,60
7277852,4,1,0,2,77
3247998,8,4,4,5,500
1601459,2,1.5,1,1,50
2501277,2,1.5,1,1,59
303694,4,1,1,2,110
2657916,1,4,1,1,30
5615352,2,1,1,1,95
2289912,4,1,1,1,91
24712,12,3.5,4,6,283
7045613,4,1,1,2,125
72454,14,3.5,4,7,283
8061487,2,1,1,1,96
5792741,2,1,1,1,84
6155371,2,1,1,1,90
2198232,2,1,1,1,73
4383031,1,2,1,1,60
1870185,2,1.5,1,1,62
7389557,10,2.5,3,5,240
6334955,8,2.5,3,4,223
4393756,3,1.5,1,1,150
4900352,2,1,1,1,60
1761974,2,1.5,1,1,97
6341924,2,1,1,1,35
4801880,10,2,5,7,250
8275380,6,1,1,3,90
2926011,2,1,1,1,60
5314321,6,1,2,2,95
206305,2,1.5,1,1,68
206327,2,1.5,1,1,68
3485958,4,1,1,2,90
2041542,2,1,0,1,128
5015395,2,1,1,1,79
4482945,1,1,1,1,72
2089281,2,1,0,1,55
951090,3,1,1,1,165
5810061,1,1,1,1,100
5742682,2,2,1,1,65
8473006,2,1,1,1,120
1242869,2,1,1,1,80
4704716,4,1,2,2,128
4745238,2,1.5,1,1,75
6880934,2,1,1,1,75
8051344,8,2.5,4,4,240
1169835,1,1,1,1,60
1865861,5,2,2,3,100
6165,2,1.5,1,1,140
4233183,6,2,3,4,120
841260,1,3,1,1,40
7616723,2,1.5,1,1,65
2357099,4,1,1,3,70
4773058,5,2.5,2,2,165
8514753,6,1,2,2,119
8596920,2,1,1,1,34
2403657,6,2.5,4,,200
5319716,2,1,1,1,100
6285135,2,1,1,1,50
6244078,4,1,2,2,155
145726,2,1,,1,85
705901,2,3.5,1,1,125
6690251,1,1,1,1,125
223922,4,1.5,1,1,109
7455058,2,1,1,1,52
4423821,2,1.5,2,2,250
1870946,4,1.5,1,2,139
7047454,2,1,1,1,84
3431194,2,1,1,1,100
3890435,2,1,1,1,69
3613485,3,1,1,3,90
2564704,3,1,1,1,115
7369156,2,1,1,1,50
8671686,2,1,1,1,60
1162711,2,1,1,1,50
7746325,2,1,1,1,89
6738004,7,2.5,4,4,240
2187594,2,1,1,2,68
5669165,2,2,1,1,65
7676154,8,2,3,4,395
8446143,6,2,3,1,525
5997677,2,1,1,1,100
8222951,2,1,0,1,75
5446856,3,1,2,1,120
8303994,3,1,1,2,91
4129295,2,1,1,1,112
7115991,2,1,1,1,70
5963536,3,1,1,1,125
7387956,2,1,1,1,100
4738633,2,1,0,1,79
3801025,2,1,1,1,150
4196757,2,1,1,1,165
6902155,3,1,1,2,140
4629566,4,2,2,4,159
7856309,2,1,1,1,89
4867256,2,1,1,1,99
5669181,2,1,0,1,150
7438730,3,1,0,1,75
4678307,2,1,1,1,66
8504698,3,1,1,2,110
5998643,2,1,0,1,100
4188276,2,1,1,1,165
3664217,2,1,1,1,75
5401210,3,1,0,1,102
601180,2,,1,,190
7664583,3,1,0,1,84
6965353,4,1,2,2,110
8188025,6,2.5,4,3,350
8483630,4,1,1,1,"1,000.00"
3519858,2,1,0,1,85
8091170,4,1,1,2,85
840622,4,1,1,1,110
6076403,4,1,0,1,92
4250152,2,1,1,1,75
3038984,2,1,1,1,50
6569492,4,1,1,2,125
8454029,3,1,1,1,300
6404201,1,1,1,1,45
5415370,4,1,1,1,110
8043255,4,1,2,2,158
6390137,2,1,1,1,130
8473981,5,2,2,4,150
4714352,1,1,1,1,120
6716496,4,1,1,2,85
828497,4,2,1,2,105
1582034,7,2.5,3,5,300
934511,2,1,1,1,103
934586,7,2.5,3,3,235
3604624,2,1,0,1,85
7613262,1,1,1,1,50
3951095,2,1,1,1,100
945426,2,1,1,1,92
2715558,2,1,2,2,85
6311735,2,1,1,1,30
1569823,2,1.5,1,2,90
7921190,1,1,1,1,49
2281990,2,1,0,1,250
8225678,8,2.5,3,4,225
6583734,3,1.5,1,2,128
1619805,2,,1,1,84
8616067,1,1,1,1,49
4323727,5,1,1,3,99
4955183,2,1,1,1,84
2715548,2,1,1,1,86
6233899,2,1,1,1,130
371342,1,1,1,1,135
4431338,3,1,1,1,95
1936134,3,1,1,1,119
8497163,2,1.5,1,1,80
3893853,2,1,1,1,140
2818072,2,1,1,1,84
8016967,1,1,1,1,50
804088,4,3,2,2,230
3147415,9,2,3,5,215
653865,2,1,1,1,77
762454,2,0.5,1,1,60
684707,3,1,1,1,65
2650655,8,2,3,5,150
1978626,2,1,1,1,64
116289,2,2.5,1,1,125
7482391,2,1.5,1,1,60
5269257,15,3,5,9,330
4482916,3,1,0,2,65
755350,6,1,2,4,112
755352,3,1,1,2,75
201116,2,1,1,2,90
6157551,6,1,3,3,180
7385563,2,1,1,1,65
702166,1,2,1,1,55
8333874,2,1,1,1,75
5680378,2,1,1,1,75
862863,2,1,1,1,68
5999280,2,1,1,1,65
7834355,16,0.5,1,16,10
953928,1,1,1,1,70
8353034,2,1,0,1,80
7590948,4,1,1,2,70
5205178,2,1,1,1,65
227928,3,1,1,2,76
3213515,2,1,1,1,89
4978586,2,1,1,1,45
857368,4,1,2,2,135
702090,1,1,1,1,55
8485842,2,1,1,1,65
6910346,5,1,0,1,100
8034908,2,1,0,1,95
2111965,1,1,1,1,65
7486262,3,1,1,2,82
7202,2,1,1,1,80
4594791,2,1,1,1,84
1416889,3,3.5,1,1,71
1204653,8,1,2,4,155
6834581,2,1,,,65
155859,2,1,1,1,60
450790,2,2.5,1,1,55
5734674,1,1,1,1,45
982395,6,1,3,3,215
7876570,3,1,1,1,89
196429,4,1,1,2,120
5414878,2,1,1,1,37
6128357,2,1,1,1,95
2667112,1,1,1,1,45
118777,4,1,1,1,45
2262841,2,1,1,1,70
2547672,1,1,1,1,65
433725,15,2,3,10,180
5720219,2,1,1,1,79
3851703,1,0,1,1,65
852056,2,1,1,1,45
5986989,5,1.5,2,3,70
5685535,3,1,1,1,100
2313496,2,1,1,1,120
4536398,1,1,1,1,45
6748247,1,1,1,1,95
8428910,1,1,1,1,125
4233718,5,1.5,3,3,110
262629,2,1,1,1,65
8381345,1,1,1,1,45
8118888,1,1,1,1,75
6333252,1,1,1,1,50
1623946,6,1.5,3,3,260
8238125,6,1.5,2,2,"1,500.00"
8410577,2,1,1,1,200
8421131,8,2,3,4,250
8117850,2,1,1,1,30
4443536,4,1,2,2,150
4923371,4,1,2,2,95
8445816,2,2,1,1,200
7025219,2,1,1,1,60
8409791,2,1,0,1,175
251619,12,,1,1,99
1896951,4,1,1,2,90
649982,2,1.5,1,1,65
251611,12,,1,1,99
251615,12,,1,1,99
6016640,2,1.5,1,1,70
649985,2,1.5,1,1,60
877512,2,1,1,1,100
2466942,4,2,1,3,99
4024085,2,1.5,1,1,60
223203,12,1,1,8,99
4663275,7,2.5,3,4,160
4025236,2,1.5,1,1,60
4025438,2,1.5,1,1,55
703757,2,1.5,1,1,65
6180256,2,1,1,1,75
5903535,2,1,1,1,35
5236689,2,1,1,1,47
8583164,2,1,0,1,115
7289907,8,3.5,5,4,150
1245292,2,1,1,2,97
4235605,6,1,2,3,119
3208870,2,1,1,1,68
6727661,2,1,0,1,80
5544727,2,1,1,1,95
4164633,3,1,0,1,125
2126878,2,1,1,1,125
3789633,1,1,1,1,55
3012625,2,1,1,1,200
4701977,6,1,1,3,160
992311,6,1.5,1,2,135
2776766,5,1,2,2,145
3686233,2,1,1,1,59
1948543,2,1,1,1,130
3310069,4,1,1,2,135
3817080,2,1,1,1,78
8247341,2,1,1,1,90
2897393,2,1,1,1,58
6700694,1,1.5,1,1,76
3796708,1,1,1,1,42
7918040,7,3,2,2,333
188807,2,1.5,1,1,55
3064960,1,1,1,1,50
5761901,2,0.5,1,1,58
3590202,2,1,1,1,51
754037,2,1,1,1,68
5794047,9,1,3,4,199
3662,3,1,1,1,75
6286387,4,1,1,2,76
5762674,4,1,1,2,71
5009416,3,1,1,2,90
8664473,1,1,1,1,60
832778,2,1.5,1,1,75
6699557,1,1.5,1,1,76
7758909,1,1,1,1,49
6291435,2,1,1,1,59
3726467,1,2,1,1,50
6323632,2,1,1,1,53
437005,2,2,1,1,70
7280999,1,1,1,1,41
5010302,2,1,1,1,65
3796906,1,1,1,1,45
5756520,2,1,1,1,56
3686,2,1,1,2,65
3567754,2,2,1,1,65
2526067,2,1,1,1,28
861661,4,1,2,2,"1,000.00"
5195346,6,1,3,3,129
2526061,1,1,1,1,49
3057820,2,1,1,1,100
3939363,6,1.5,2,2,76
8014627,1,1.5,1,1,50
4046642,6,2,2,2,175
305783,3,2,1,2,80
8383378,6,1.5,2,4,117
3796942,1,1,1,1,40
575991,4,2,2,2,52
5543447,2,1,1,1,75
252300,3,1,1,1,100
151181,3,1,1,2,59
7616844,6,1,3,4,209
6851851,2,1,1,1,69
5271122,2,2,1,1,60
4039225,2,2,1,1,54
8447945,1,1,1,1,20
4034362,2,1,1,1,50
6525271,8,1,3,5,214
4092927,2,1,1,1,69
8418373,2,1,1,1,399
4750876,2,1.5,1,1,70
4461538,2,2,1,1,60
8017127,2,2,1,1,50
4097140,2,2,1,1,54
828136,4,1,1,1,85
3703555,2,1,0,1,65
