id,accommodates,bathrooms,bedrooms,beds,price
6986245,2,1,1,1,132
2378200,2,1,1,1,189
6397726,1,1,1,1,79
605953,2,1,1,1,239
965878,2,1,1,1,150
2006388,3,1,0,2,96
821164,2,1,1,1,139
6356416,2,1,0,1,99
7298509,1,1,1,1,56
703986,3,1,,1,219
1029378,2,1,1,1,295
4251432,1,1,0,1,100
7716746,3,1,0,1,229
898544,6,2,2,3,300
5627886,2,1,0,1,120
3650599,2,1,0,1,105
6527306,2,1,0,1,108
7192467,4,1,0,2,118
898543,6,2,3,3,310
6003263,4,1,1,1,100
7090899,6,2,2,2,188
7619081,1,1,1,1,65
7084819,4,1,0,2,116
7379567,3,1,1,1,149
5940622,2,1,1,1,150
5838952,2,1,1,1,70
4601641,2,1,1,1,130
2351587,1,1,0,1,95
6683798,3,1,0,2,165
597427,2,1,1,1,155
1901611,5,2,2,3,324
4427676,2,1,0,1,150
5228382,2,1,1,1,109
7978419,2,1,1,1,110
6487066,5,2,2,3,324
2729723,2,1,1,1,60
1943175,2,1,0,1,160
6588026,3,1,0,2,95
8054222,3,1,0,1,128
4706142,1,1,1,1,50
5953026,6,2.5,3,6,75
8309843,2,1,1,1,135
98065,3,1,1,1,249
7912558,2,1,1,1,120
4157905,5,1,1,1,179
7005310,1,1,1,1,53
3694657,2,1,0,1,115
7004468,1,1,1,1,70
140290,4,1,1,2,159
17378,2,1,1,1,209
6835222,3,1,1,2,50
4292522,2,1,1,1,175
5396268,3,1,1,2,130
2648427,9,2.5,5,5,329
4957202,1,1,1,1,64
8335947,2,1,1,1,70
123354,2,1,1,1,80
8381308,5,2,3,3,800
8496424,4,1,1,1,41
3698666,2,1,1,1,55
2987397,4,1,1,1,65
2550485,3,1,1,1,42
3700395,6,2.5,1,4,60
5201730,2,1,1,1,39
4532386,6,2,2,2,300
8580901,2,1,1,1,100
7636407,1,1.5,1,1,60
175608,6,1,2,3,140
4789130,2,1,1,1,95
7460760,2,1,1,1,150
3677616,2,1,1,1,214
32584,4,1,1,2,129
8592549,2,1,0,1,100
3800452,2,1.5,1,1,120
1326629,4,1.5,2,2,399
4882316,2,1,1,1,84
6462055,2,1,1,1,110
7910505,5,2,2,2,200
5143177,4,1,0,2,120
6363926,2,1,1,1,83
181913,6,1,1,3,79
7644224,7,2,4,4,299
4382725,3,1,1,2,207
3303757,2,1,1,1,55
2302031,2,1,1,1,85
4315895,2,1,1,1,135
6480338,3,1,1,1,100
3432966,4,1,1,1,70
8364554,3,1,0,1,100
1663504,4,2,2,2,230
6317095,2,2,1,3,140
3352155,6,2,3,3,495
4210884,2,1,1,1,115
8536274,1,1,1,1,65
344264,2,1,0,1,115
8284881,2,1,1,1,99
5373844,2,1,0,1,158
6881428,10,4.5,4,5,399
5292195,2,1.5,1,1,150
17380,4,2,2,2,289
290001,4,1,2,2,150
3281062,2,1,1,1,350
2499606,5,2,2,3,298
7103610,1,1,1,1,70
4351099,2,1,1,1,130
3818629,2,1,1,1,100
853132,2,1,1,1,125
6686241,3,1,1,2,150
6005894,1,1,1,1,95
4244705,3,1,1,2,130
8166186,3,1,1,1,250
7414087,4,1,1,1,175
6119766,2,1,1,1,69
6435116,2,1,1,1,175
5228009,2,1,1,1,85
5121189,4,1,2,2,180
52092,6,1,2,3,150
3173259,3,1,1,1,139
7482822,2,1,1,1,111
3478199,2,1,1,1,95
3808204,1,1,1,1,85
3601131,3,1,1,1,115
3475480,4,2,2,2,199
1650856,2,1,1,1,150
5755232,4,1,1,1,115
4501,1,2.5,1,1,99
8008094,2,1,0,1,85
6289478,2,1,1,1,193
2429958,5,2,2,3,298
6001683,1,1,1,1,63
7853097,8,2.5,3,5,299
4248660,4,1,1,1,185
4846107,4,1.5,2,2,120
25354,2,1,1,1,125
1831701,2,2,1,1,110
3527448,1,1.5,1,1,93
6403422,2,1,0,1,80
6509966,2,1,1,1,195
2350674,2,1,1,1,90
3415424,4,2,2,2,250
6193902,2,1,1,1,225
248402,3,1,1,1,135
1020928,2,1,1,1,259
4764798,2,1,0,2,60
6576022,2,1,1,1,60
8221932,2,1,0,1,100
7836962,4,1,1,1,100
6673960,3,1,1,1,109
7935536,10,1.5,3,4,312
2248413,4,1,0,2,175
7622253,4,2,2,2,375
7174384,2,1,1,1,71
8542489,2,1,1,1,110
6796992,2,1,1,1,75
7036591,4,1,1,3,150
6135500,4,1,1,1,120
6658339,4,1,1,2,119
6056475,2,1,1,1,200
7637775,12,3,5,6,600
3611826,3,1,0,2,175
7999372,2,1,1,1,119
6759650,3,1,1,2,209
8240470,3,1,1,2,135
7708030,2,1,1,1,45
7781787,8,1,2,3,250
6950129,2,1,1,1,80
8542706,2,1,1,1,110
7749119,4,1,1,3,150
4144992,1,1,0,1,105
8126343,6,2,1,3,119
7128350,2,1,0,1,90
7897016,12,3.5,4,4,340
4358078,2,1,0,1,180
6258721,4,1,1,2,265
8371081,2,1,0,1,105
884598,4,3,1,2,240
501809,2,1,1,1,98
5930230,2,1,1,1,112
1120704,3,1,1,1,110
7068640,4,1,1,3,140
7581347,1,1,1,1,70
3898306,5,1,1,4,229
5364935,4,2.5,2,2,162
5028605,2,1,0,1,102
6018637,2,1.5,1,1,73
5878667,4,1,1,2,190
407014,6,1,1,3,149
4783987,2,1.5,1,1,80
4567582,2,1.5,1,1,99
4392242,2,1,0,1,120
883253,5,1,1,2,150
8048581,14,3,5,7,599
7783012,1,1,0,1,62
6576257,2,1,1,1,50
4356890,5,1.5,2,2,240
3629759,2,1,1,1,139
4023806,2,1,0,1,150
6084012,5,1,2,2,250
7635699,1,1,1,1,68
630973,4,2,2,2,299
7644512,13,3,6,8,720
902573,2,1,1,1,200
6677954,2,1,1,1,71
741202,2,1,1,1,125
4105803,6,1,2,2,145
8154040,2,1,,,130
4089434,3,1,1,2,185
6391400,7,1,2,6,225
6400081,4,2,2,2,130
7637134,6,1.5,2,2,178
264326,1,1,1,1,80
1416138,1,1,1,1,90
2467457,2,1,2,1,125
1263456,4,1,1,2,120
7996960,1,1,0,1,80
6676975,2,1,1,1,100
1440897,2,1,1,1,105
7614937,2,1,0,1,128
7638278,6,1,2,4,300
5286718,4,1.5,2,2,275
1545409,3,1,1,1,200
6346461,5,1,2,3,280
5105996,2,1.5,1,1,99
4540800,5,2,2,2,175
7496108,1,1,1,1,97
5592949,3,1,1,2,130
6016203,2,1,1,1,215
1952972,2,1,1,1,75
2752580,4,1,1,2,185
6425823,1,1,1,1,70
8486100,2,1,0,1,97
8285432,3,1,1,1,130
1493666,2,1,1,1,120
879279,4,1,1,1,110
7677038,2,1.5,1,1,225
7125985,4,1,1,3,140
1135268,2,2,1,1,160
3987789,2,1,1,1,125
1775880,2,1.5,1,1,150
7435945,1,1,1,1,90
8587373,16,8,8,16,"1,250.00"
5838728,8,2.5,4,4,390
3782497,2,1,1,1,100
4813661,2,1,1,1,150
5127820,4,1,1,1,95
7637373,7,1.5,3,4,250
3927571,2,1,1,1,65
4247056,1,1,1,1,70
3577,7,1.5,3,4,290
1486761,2,1,1,1,120
6544617,6,1,1,3,130
4885834,2,1,1,1,84
7030990,2,1,1,1,129
6543007,3,1,0,1,125
3746270,3,1,1,1,150
6056411,3,1,1,1,130
4430806,2,1,1,1,210
2516656,6,2.5,3,3,497
6119696,2,1,0,1,100
7562725,6,3,2,2,300
7206477,3,1,0,2,108
6956831,6,2.5,2,2,300
5825904,4,1,1,2,75
5019362,2,1,1,1,120
17381,2,1,1,1,249
8460036,2,1,1,1,100
620849,4,1,1,1,125
7559119,1,1,0,1,145
1460558,4,2,2,2,330
2176992,1,1,1,1,60
3250140,2,1.5,1,1,69
5593096,4,1,1,2,130
957734,2,1,1,1,129
916200,2,1,1,1,249
1049354,6,1,1,3,79
3095566,4,1,1,2,164
8298054,6,2,2,3,164
6233678,4,2,2,2,299
5774984,2,1,1,1,130
925327,2,1,1,1,125
8339096,2,1,1,1,190
8486555,2,1.5,1,1,125
5144192,2,1,1,1,65
5761777,2,1.5,1,1,75
5671573,1,2,1,1,85
7933168,5,2,2,3,229
4867961,15,3,6,9,500
6937318,6,1,1,4,250
1883590,5,1,1,2,117
25366,11,2.5,3,3,298
7067692,6,1,2,4,200
7996425,4,1,1,2,110
6092885,2,1,0,1,120
4323458,10,3,3,6,450
1628328,4,1,1,2,99
194753,8,0,2,4,275
4089954,2,1,1,1,185
6273897,5,1,1,2,120
5856183,2,1,0,1,150
7453659,3,1,1,1,121
4817305,2,1,1,1,75
2241400,2,1,0,1,105
5888450,2,1,0,1,150
6602486,4,1,0,1,100
2423371,4,2,2,2,249
5145999,5,1,2,2,275
4160153,4,2,2,2,160
6333552,6,3.5,3,3,475
5405966,2,1,0,1,115
7242379,6,2.5,1,16,45
4112411,6,2.5,2,2,150
4559331,2,1,1,1,90
5018679,4,1,1,2,217
7509040,2,2,1,1,97
8049963,14,3,5,7,399
4256138,4,1,0,2,118
815855,4,1,1,2,130
7514236,6,1,1,6,36
4862698,4,1,1,1,100
7761251,3,1,1,1,125
4258818,7,2,1,4,300
8464830,4,2,2,2,199
7195951,4,1.5,2,2,150
5318614,2,1,0,1,125
1855756,2,1,1,1,110
8065288,4,2,2,2,320
6234417,2,1,1,1,88
3368085,5,3,3,2,329
3368308,2,1,1,1,99
7259793,1,1,1,1,59
339208,6,1,2,2,70
8506113,2,1,1,1,75
5140121,3,1,1,3,70
3674676,1,1,1,1,"1,300.00"
3693762,1,1,1,1,58
7109996,2,1,1,1,55
5785467,2,1,1,1,47
3095593,2,1,1,1,60
694383,4,1,1,2,135
7103,3,1,1,2,89
3767679,6,1,1,5,150
4012986,1,1,1,1,65
204051,5,1,1,2,109
55733,4,1,,3,99
5422197,2,1,1,1,69
5193327,4,2.5,2,2,300
5562632,4,1,1,2,114
5737493,1,1,1,1,100
862949,1,1,1,1,69
8317914,6,3.5,3,4,350
839320,1,1,1,1,100
6238251,1,1,1,1,115
204017,2,1,,1,99
5919184,1,1,1,1,43
8303653,1,1,1,1,50
6256693,9,2,4,4,380
160597,2,1,1,1,80
470593,2,1,1,1,149
7697813,1,1,1,1,39
4305902,3,1,1,3,50
5863019,5,1,0,1,115
8517414,9,3.5,5,6,850
6404307,1,1,1,1,58
4275023,11,4.5,6,11,650
3783156,4,1,1,2,150
6328123,2,1,1,1,99
140335,4,1,,2,110
6700757,1,1,1,1,40
6248254,2,1,1,1,110
2150015,3,1,1,1,165
5990643,5,2.5,1,4,600
1250851,8,4,5,6,299
6377478,2,1,1,2,120
2097166,6,2.5,3,4,260
7287026,2,1,1,1,125
2650125,8,4.5,4,5,500
5932025,3,1,1,2,175
6000894,1,2,1,1,33
5730369,3,1,1,3,40
4529,2,2,1,1,60
6034374,2,1,1,2,33
5970323,1,1,1,1,50
7050202,2,1,1,1,49
5429919,1,1,1,3,38
8323975,2,1,1,1,65
8225518,2,1,1,1,49
5170533,2,1,1,1,59
4482855,4,2,2,2,200
8267568,5,1,1,3,113
2532763,8,2,4,4,250
6374954,6,1,1,3,65
6678133,5,2.5,3,4,169
7524780,16,1,1,1,"1,000.00"
7693200,4,1,1,1,99
6924626,4,1,2,2,145
5040663,2,1,2,2,115
1886866,2,1,1,1,100
2544519,2,1,1,1,55
8596784,1,1,1,1,55
8629555,1,1,1,1,34
7237052,4,1,1,1,99
8441547,4,1.5,2,2,105
6205219,4,1,2,3,125
7573511,2,1,1,1,44
6608392,2,1,0,1,67
8263188,1,1,1,1,43
6886298,1,1,1,1,30
8090567,7,1.5,3,4,192
1455289,2,1,1,1,46
7591810,2,1,1,1,95
8496069,7,2.5,3,3,175
2528878,2,1,1,1,65
2274674,3,1,1,1,79
79866,1,,1,1,99
79867,1,,1,1,99
2677301,6,2,3,3,299
5893871,2,1,1,2,135
6404701,2,1,1,1,59
6601800,3,1.5,1,2,94
5977272,4,1,1,2,99
1162899,2,2,1,1,70
7335879,5,1,2,2,140
7716605,4,1,1,2,95
6201336,4,1,1,2,71
5652436,2,1,1,1,74
3538921,2,1.5,1,1,129
837317,2,1,1,1,150
8089819,2,1,1,1,70
7746671,3,1,1,1,60
3868696,2,1.5,1,1,79
3953560,2,1,1,1,79
3987784,2,1,1,1,120
914968,2,1,1,1,75
1114268,2,1,1,1,120
3677687,8,4,4,5,350
8141744,2,1,1,1,85
2531819,2,1,1,1,75
106741,12,2,5,5,215
3201115,2,1,1,1,96
5486834,6,2,2,3,165
4565447,7,2,3,4,239
4959218,2,1,1,1,72
6870134,2,1,1,1,60
1588843,2,1,1,2,90
1939655,4,1,1,1,128
7305255,4,1,2,2,150
7305237,2,1,1,1,75
3685810,5,2,2,3,350
6326984,4,1,2,2,195
7801335,1,1,0,1,95
4143309,6,3,3,3,350
7569713,2,0,1,1,85
654835,3,1,1,1,139
6979094,6,3,3,3,650
2748160,8,3,3,3,550
6822975,2,1,1,2,115
8421435,6,3.5,4,4,500
3522986,2,1,1,1,155
8200705,2,1,0,1,178
3860981,2,1,1,1,155
4325533,3,1,1,2,155
5002566,5,1,1,1,99
6587292,2,1,0,1,165
2966455,5,2.5,2,4,375
4400142,4,1,1,2,175
2950354,1,1,1,1,60
4074361,2,1,0,1,120
2966759,2,1,1,1,300
7513344,2,1.5,1,1,130
2974335,2,1,1,1,300
8555412,2,1,1,1,100
8608395,2,1,0,1,120
4767473,3,1,2,2,325
5318112,2,1,1,1,180
7972359,4,3.5,4,4,350
6555186,2,1,1,1,70
7915142,2,1,1,1,85
3238009,3,1.5,2,2,225
4417414,6,2,3,3,474
8440213,4,1,1,2,110
6957495,2,1,1,1,109
2984386,4,1.5,2,2,300
4936102,6,3.5,3,4,775
2582506,4,1,1,2,140
2754675,6,3.5,3,3,595
7809701,5,1,2,5,249
7984964,2,1,1,1,110
3272654,1,1,1,1,60
4877872,4,1,2,3,201
8645700,1,1,0,1,95
3476805,7,2.5,4,4,975
3549842,2,1,1,1,179
1994024,4,1.5,0,2,375
274737,1,1.5,1,1,125
6410010,2,1,0,1,120
3272563,4,1,1,2,200
7500451,4,1,1,2,129
6292258,6,1.5,2,3,225
4436703,2,1,0,1,185
627758,4,1,2,3,299
594394,1,1,1,1,65
8606256,4,2,3,3,600
8565538,4,1.5,2,2,375
8147851,2,1,0,1,122
8385930,3,1,1,1,300
820120,2,1,1,1,100
2700187,6,3.5,3,4,569
3431953,3,1,1,1,124
5166322,2,1,1,1,150
661720,3,1,1,1,175
6438519,3,1,1,1,105
5861058,4,1,2,1,220
88235,2,1,1,1,78
6052154,4,1.5,1,2,198
5028182,1,1,1,1,110
5249430,3,1,1,2,195
7232462,6,2,3,3,249
8190386,5,1,1,2,161
2685390,2,1.5,1,1,135
3791304,2,2,1,1,185
7384852,3,1,1,1,104
4545827,1,1,1,1,75
326938,3,1,1,2,139
2685655,6,1.5,2,2,350
6937355,3,1.5,2,2,239
2735710,5,2.5,2,3,450
638604,2,1,1,1,129
7274179,2,1,2,2,100
8035516,3,2.5,3,3,200
6481324,2,1,1,1,130
3997598,2,1,1,2,179
8683500,4,1.5,3,3,450
6456345,6,3,2,4,475
8645554,1,1,0,1,95
8645356,1,1,0,1,95
7429332,4,2,2,2,450
4773863,2,1,1,1,90
5903980,2,1,1,1,170
5372128,2,1,1,1,120
6037042,5,2,2,3,415
6939390,3,1,1,1,175
3360124,4,1.5,2,3,400
4546867,1,1,1,1,65
594405,2,1,1,1,65
6024676,5,2,2,3,515
1510752,4,1,1,2,135
6401051,2,1,1,1,120
8341494,2,1.5,1,1,180
1542055,10,3,3,5,500
1763153,2,1,1,1,189
4383023,2,1,1,1,118
1138235,5,1,2,2,439
6792455,6,1.5,1,2,220
5814328,6,1,2,2,300
7239715,2,1,1,1,165
2862964,1,1,1,1,90
3162301,2,1,1,1,185
7198899,2,1,0,1,125
7842461,4,1,1,1,120
1205402,3,1,1,1,100
7726909,2,1,1,1,110
4343926,2,2.5,1,2,110
1198268,2,1,,1,135
4936897,3,1,1,1,220
8301651,2,1,1,1,75
4574299,2,1,1,1,112
7369307,1,1,1,1,40
1854284,4,1,2,2,250
6038468,2,1,1,1,150
2175761,2,1,0,1,96
4622571,2,1,0,1,113
1198400,4,1,1,1,149
6051725,3,1,1,1,125
140167,2,1,1,1,139
7489397,4,1,1,2,149
2585919,2,1,0,1,179
8505699,2,1,1,1,120
5581375,2,1,1,1,120
973851,2,1,1,1,135
5690765,3,1,1,1,99
5037503,6,2,2,2,220
5946832,3,1,0,1,150
7716370,2,1,1,1,120
8337942,6,4,1,4,36
416371,2,1.5,1,1,150
646183,4,1,2,2,172
8682644,2,1,1,1,70
5786557,2,1,1,1,99
8645588,4,1,2,2,127
4402144,2,1,1,1,165
54112,2,,1,1,215
36391,2,1.5,1,1,269
4574822,3,1,1,1,119
8300302,4,1,2,2,150
1141805,5,1,1,2,145
8187172,4,1,1,2,110
8290869,2,1,1,1,88
7205391,2,1,1,1,74
8310115,4,1,1,2,99
7194519,3,1,1,1,111
8646530,1,1,1,1,132
5959565,3,1,1,2,175
4611395,3,1,1,1,129
1320940,3,1,1,1,110
2010440,2,1,0,1,110
2000710,3,1,1,1,95
6952815,2,1,1,1,95
7712730,6,1,2,4,199
3043302,2,1,1,1,149
4124074,2,1,1,1,203
7482613,2,1,0,1,200
4873463,2,1,0,1,90
5076606,2,1,1,1,99
2105971,4,1,2,2,240
306465,4,1,1,3,259
3504019,2,1,1,1,100
684324,4,2,2,2,300
